user_id,movie_id,rating,timestamp
100,223,4,1414281600
1054,94,4,1340496000
776,151,4,1372032000
323,57,3,1304726400
41,311,4,1323388800
334,147,5,1279929600
514,266,3,1432771200
333,121,5,1435536000
735,380,2,1424217600
1306,120,5,1461801600
1301,18,4,1632528000
1180,343,3,1581984000
870,356,4,1590192000
1465,193,3,1505433600
179,297,5,1318550400
251,14,4,1414368000
1148,255,4,1558224000
677,243,4,1414454400
489,371,5,1339286400
1428,10,3,1387929600
911,35,5,1589932800
432,192,4,1660348800
1094,50,5,1719100800
86,129,5,1676678400
246,332,4,1264982400
1084,333,2,1690761600
771,60,5,1703462400
625,73,5,1621382400
1139,136,4,1441065600
37,317,4,1686096000
1353,95,5,1296777600
726,9,4,1406160000
196,76,1,1567382400
902,10,2,1639785600
1420,226,3,1445644800
1045,158,5,1268870400
814,300,5,1403654400
31,117,3,1695081600
648,302,3,1576540800
4,371,3,1309737600
689,312,4,1389052800
417,354,2,1338336000
1342,228,4,1281657600
450,299,3,1753228800
1335,11,2,1569628800
943,188,5,1290729600
734,278,3,1319760000
76,390,5,1590364800
699,191,1,1611187200
318,57,5,1495065600
726,146,5,1688169600
1031,329,3,1298851200
939,155,4,1522713600
664,203,4,1392854400
168,136,5,1394496000
1394,169,5,1737763200
1191,263,3,1312934400
32,337,2,1579132800
261,125,3,1543795200
472,93,3,1304726400
107,42,1,1688256000
528,308,3,1425081600
677,257,3,1709424000
268,75,4,1408752000
1277,146,3,1611705600
449,323,3,1485129600
354,299,5,1547942400
356,296,2,1606262400
741,106,3,1624665600
1325,309,3,1527897600
1198,127,5,1407974400
1047,212,4,1572480000
1462,2,4,1660521600
818,127,4,1692057600
1139,228,4,1678838400
189,178,3,1455494400
50,49,4,1679961600
19,343,3,1469145600
129,115,4,1586390400
76,330,5,1736640000
462,344,4,1699574400
394,118,4,1337731200
721,14,4,1649548800
1054,87,4,1428969600
416,338,2,1549238400
699,3,3,1375315200
237,111,2,1442620800
1070,181,2,1360195200
41,232,4,1483747200
46,313,4,1721001600
1067,29,4,1424390400
1083,186,5,1700265600
1285,147,3,1463616000
248,313,4,1621987200
338,274,1,1385856000
132,366,4,1481155200
845,354,2,1536278400
658,131,4,1568592000
32,268,5,1408147200
762,8,5,1482969600
1059,190,2,1265068800
955,164,4,1715472000
26,89,4,1596672000
165,146,2,1542758400
227,165,3,1334534400
344,220,3,1510790400
155,4,4,1647907200
90,262,5,1596067200
1112,224,4,1631664000
92,197,3,1531872000
893,114,5,1312675200
340,19,1,1748908800
996,271,2,1552089600
722,265,2,1342742400
400,253,4,1396915200
1468,249,3,1498608000
1274,141,3,1591401600
678,392,3,1460505600
701,391,3,1262476800
801,102,4,1648684800
1038,330,2,1420848000
1148,382,2,1277596800
1349,16,3,1536105600
236,82,1,1689984000
1021,331,4,1265328000
1015,372,4,1311465600
1063,189,2,1346198400
633,199,3,1653436800
1191,14,4,1739836800
976,209,4,1600905600
883,98,3,1651276800
264,237,5,1405641600
163,310,4,1621468800
695,221,5,1726185600
543,246,2,1753488000
1348,131,3,1431043200
604,282,4,1278288000
878,82,2,1719964800
986,33,5,1537228800
1021,326,3,1693094400
568,378,2,1327276800
878,304,4,1706486400
1229,386,5,1343606400
939,346,4,1557360000
553,152,5,1460678400
1273,287,3,1727308800
423,6,4,1735516800
830,185,5,1584748800
1179,136,4,1399939200
1127,31,5,1446163200
308,253,4,1513123200
417,301,3,1291161600
1070,297,3,1347753600
699,1,4,1407283200
1333,12,4,1743897600
966,296,2,1547078400
930,67,4,1581897600
525,364,4,1588204800
1195,222,2,1707091200
639,178,4,1621209600
920,172,2,1396483200
147,338,2,1595808000
1229,30,2,1566345600
769,271,4,1608681600
1137,242,4,1624320000
480,108,3,1473206400
550,233,5,1579824000
284,100,4,1378771200
1101,1,4,1636070400
607,290,5,1613952000
431,330,4,1551052800
71,113,2,1494979200
178,222,3,1356912000
612,106,1,1373932800
824,366,3,1616112000
1019,50,4,1610668800
569,90,4,1574812800
481,62,3,1336176000
1270,336,4,1365465600
188,152,3,1537228800
990,151,2,1574035200
1351,378,3,1438387200
1099,161,1,1488844800
981,176,4,1518998400
334,253,4,1453075200
433,352,3,1728777600
716,139,5,1471478400
270,388,4,1718668800
872,334,5,1425772800
92,326,3,1655510400
723,252,3,1395187200
321,365,3,1516752000
1118,169,1,1396742400
1291,146,3,1712275200
409,3,5,1284940800
919,374,2,1326412800
1249,267,4,1504224000
914,313,4,1603411200
814,81,4,1334707200
1411,356,1,1431388800
1469,204,2,1481500800
233,53,5,1509062400
270,225,5,1722384000
485,377,3,1440115200
263,87,4,1561766400
1148,56,4,1714867200
383,387,4,1640563200
1487,307,4,1674691200
282,377,3,1535328000
984,29,4,1431907200
1451,191,3,1686009600
594,62,3,1411430400
122,293,4,1671408000
1371,34,4,1416096000
1114,313,1,1508457600
229,377,3,1699747200
175,325,5,1401062400
379,229,3,1734912000
1416,242,3,1738454400
970,51,1,1557964800
534,266,2,1450224000
1475,243,3,1649894400
1278,50,4,1534464000
679,1,4,1453593600
1375,351,3,1400544000
22,5,5,1482969600
1047,362,3,1520467200
92,139,4,1604707200
94,259,4,1280275200
287,102,4,1316908800
665,320,5,1527552000
849,146,4,1746748800
743,237,4,1549411200
952,393,3,1340928000
811,285,4,1518480000
763,369,2,1481587200
930,249,2,1466035200
686,62,1,1411603200
1242,89,1,1270425600
387,45,2,1694736000
662,211,4,1750464000
976,361,3,1595548800
513,251,4,1387324800
1034,140,3,1637625600
1489,308,2,1468281600
1343,364,3,1330819200
1019,212,4,1627430400
219,347,3,1264982400
1203,79,5,1272585600
655,121,4,1562457600
776,211,4,1284854400
543,256,4,1306022400
299,2,5,1612051200
486,158,5,1410307200
328,116,4,1731369600
65,358,1,1679356800
240,116,3,1642982400
337,12,4,1575417600
1463,228,5,1327536000
45,153,3,1299110400
295,193,1,1640476800
973,98,1,1343865600
1104,88,5,1437696000
987,351,4,1602288000
269,346,1,1639267200
546,90,5,1264204800
1016,159,3,1277078400
1008,269,4,1287014400
656,179,4,1350518400
238,197,3,1605139200
1046,225,3,1337385600
1025,273,3,1349740800
1274,131,5,1646092800
1047,230,5,1437523200
1193,98,3,1634169600
171,103,3,1563926400
1288,334,4,1374364800
1194,328,3,1381622400
1270,41,4,1538697600
289,317,1,1679529600
1291,247,2,1686960000
978,222,3,1563408000
419,72,2,1605312000
238,83,5,1513728000
158,282,2,1441238400
1446,231,3,1373760000
1114,287,4,1444348800
79,282,4,1294444800
1047,247,1,1491091200
64,383,4,1591660800
69,363,3,1461801600
792,223,5,1650153600
1404,314,3,1608249600
771,30,1,1393113600
205,19,1,1732665600
149,384,5,1409184000
1484,374,2,1351555200
323,217,4,1716076800
677,54,2,1457049600
33,113,3,1533427200
391,237,5,1422921600
1081,96,5,1556582400
1322,300,5,1367884800
1308,287,3,1674604800
1327,118,4,1688774400
608,135,5,1583971200
763,303,4,1591142400
1145,295,3,1389139200
692,270,5,1412640000
1438,125,5,1636588800
915,59,4,1301011200
1041,46,4,1526083200
1144,372,3,1639008000
406,165,4,1336521600
1065,153,4,1621987200
321,128,5,1324857600
393,139,2,1494633600
618,46,2,1374969600
30,355,4,1382659200
322,190,4,1667174400
966,67,4,1449014400
618,307,4,1737417600
66,360,5,1628208000
998,306,3,1271894400
538,69,4,1590364800
190,28,3,1332892800
1047,295,4,1428019200
1461,324,1,1420588800
589,135,4,1342828800
54,261,4,1266710400
604,123,3,1372377600
1422,376,5,1441670400
334,266,3,1670112000
1259,47,4,1721260800
532,171,5,1438387200
947,194,4,1396569600
641,162,4,1371772800
829,389,4,1278547200
82,62,3,1500508800
297,185,4,1413417600
275,340,4,1292112000
877,331,2,1703548800
643,318,1,1638662400
287,120,4,1541894400
763,110,5,1534982400
645,143,2,1468108800
297,283,2,1424563200
978,120,2,1459382400
163,124,4,1398556800
58,32,1,1636156800
1035,137,4,1513814400
1456,168,5,1596240000
563,295,3,1489795200
10,389,5,1354665600
1388,75,4,1337472000
153,294,4,1694995200
50,315,4,1512777600
263,238,4,1363132800
961,222,5,1450051200
1400,156,4,1433894400
902,201,5,1401667200
728,112,5,1438992000
222,142,5,1540080000
757,381,5,1528588800
987,375,4,1745452800
8,169,5,1714521600
1353,149,5,1396656000
258,146,4,1719446400
424,79,4,1448236800
142,253,4,1360886400
1439,369,3,1347235200
1289,349,1,1556496000
807,172,2,1342396800
111,47,2,1370995200
1003,36,2,1427846400
819,260,4,1267574400
825,185,2,1505692800
497,196,4,1637366400
557,97,5,1536364800
1213,371,4,1752019200
1062,158,3,1738108800
333,145,3,1447977600
1283,263,4,1421625600
1020,248,1,1518825600
742,62,5,1353628800
180,98,3,1745971200
1267,314,1,1295568000
351,40,2,1617494400
957,317,4,1303084800
1023,323,4,1281225600
515,360,5,1713916800
289,205,2,1513814400
308,122,3,1614729600
373,102,3,1614470400
1130,216,3,1542844800
986,278,4,1340755200
1208,5,3,1661472000
767,249,4,1672790400
699,272,5,1700524800
1456,365,4,1551398400
251,122,5,1629849600
1185,169,4,1708128000
586,197,2,1424563200
1052,134,4,1426291200
1130,46,4,1557878400
972,328,1,1459900800
50,281,4,1736899200
1317,150,2,1469491200
1329,233,4,1718236800
272,347,4,1290038400
853,197,1,1317600000
400,114,5,1271894400
1180,337,5,1329264000
1137,15,5,1733529600
572,68,5,1521158400
508,345,3,1606176000
1110,150,4,1594944000
1389,235,2,1591056000
370,36,4,1471132800
643,91,2,1606176000
933,3,3,1728691200
309,298,3,1664582400
623,7,2,1405987200
38,368,5,1702944000
1444,277,3,1406678400
1375,300,4,1674950400
3,186,5,1471392000
406,54,4,1477872000
1030,268,4,1753488000
537,175,3,1291075200
805,180,4,1496966400
874,379,4,1701388800
554,21,1,1281830400
1405,279,4,1284163200
1241,314,3,1294704000
77,110,5,1537747200
100,75,4,1352937600
1082,139,4,1590796800
1176,143,2,1505520000
376,296,4,1731456000
611,317,3,1647043200
657,335,3,1483747200
1122,289,3,1480550400
1211,198,4,1645401600
927,173,4,1332633600
87,55,4,1426809600
1147,184,4,1504828800
1139,153,1,1455580800
1128,378,4,1301529600
1175,221,3,1735171200
1290,25,3,1534809600
750,195,2,1318723200
1443,39,4,1417392000
1253,240,2,1384819200
710,259,5,1365984000
448,129,3,1522713600
355,125,4,1740614400
433,366,5,1468540800
1309,175,2,1484956800
1287,245,5,1517529600
1086,315,4,1532822400
74,234,5,1638576000
1181,276,3,1656374400
1201,161,4,1630195200
298,226,3,1668124800
1062,292,5,1738022400
886,81,3,1634774400
275,347,4,1623542400
879,247,4,1630108800
1438,202,4,1688601600
1484,240,2,1530576000
6,255,4,1314662400
847,286,2,1434326400
926,154,2,1411776000
221,79,3,1433980800
903,176,2,1273795200
1129,374,4,1673395200
718,334,4,1379548800
325,142,2,1516924800
1099,32,4,1665792000
230,39,4,1521590400
1436,63,3,1629158400
374,91,4,1622592000
104,12,3,1457395200
383,16,3,1477094400
1472,121,4,1630108800
1160,137,3,1732320000
862,291,4,1603756800
565,126,4,1723507200
1484,387,4,1422748800
1166,12,1,1485907200
619,175,5,1542844800
903,306,5,1704758400
10,124,4,1368921600
1013,335,3,1281571200
1348,124,4,1554681600
703,325,3,1370908800
507,54,3,1533513600
1131,135,4,1439942400
801,128,4,1390262400
383,272,2,1320451200
560,22,2,1467158400
1040,253,5,1732838400
1104,40,4,1707868800
338,128,4,1367971200
388,34,3,1393632000
1404,181,4,1519171200
154,207,3,1362182400
157,81,2,1657411200
493,111,5,1467763200
1331,277,5,1417046400
143,89,3,1709510400
674,207,3,1264550400
484,45,3,1475280000
93,355,4,1396483200
1203,120,4,1308441600
1267,276,2,1671062400
1229,106,4,1687564800
1389,165,2,1676419200
1194,277,4,1414627200
1204,76,3,1621123200
1207,179,5,1571529600
509,300,5,1715817600
467,75,4,1583193600
1320,227,1,1584576000
320,117,4,1688860800
674,88,1,1508630400
1088,152,4,1539388800
1171,155,4,1743552000
252,175,4,1436918400
148,187,5,1490140800
1488,105,3,1613520000
462,199,4,1336262400
1418,57,4,1427328000
273,7,5,1391299200
1380,145,2,1382832000
18,171,4,1300147200
752,99,3,1672099200
796,152,2,1415664000
622,106,1,1649462400
1369,353,4,1389916800
1256,310,2,1533686400
822,13,5,1463270400
1225,53,5,1555372800
1212,62,4,1278115200
295,79,2,1535673600
651,55,2,1705104000
1475,331,3,1356739200
771,269,3,1687824000
905,207,5,1498521600
547,179,1,1438905600
1414,309,5,1627948800
592,236,5,1665187200
123,224,3,1346889600
853,50,3,1370044800
335,199,4,1336780800
1004,377,3,1525651200
1443,224,3,1451692800
1348,8,3,1717459200
1382,319,5,1698451200
442,34,3,1660953600
1203,87,1,1643673600
1147,354,4,1428710400
509,300,4,1522713600
1243,55,4,1743552000
63,319,1,1662854400
662,160,4,1503878400
770,380,2,1325030400
772,77,2,1322352000
740,184,3,1735257600
638,105,4,1644624000
401,180,4,1684972800
1425,203,3,1283385600
1229,213,3,1557360000
24,296,4,1277510400
946,197,5,1382140800
1382,206,2,1419724800
1147,131,2,1333152000
373,226,3,1626566400
353,127,1,1443312000
1383,379,4,1508544000
1257,148,1,1529798400
875,386,3,1728086400
1136,111,1,1719100800
243,384,3,1692835200
1278,107,4,1752969600
641,194,4,1458864000
879,217,5,1381536000
533,200,3,1651795200
1066,102,4,1577404800
874,20,4,1684886400
239,195,4,1677110400
876,53,3,1327795200
201,155,3,1657843200
1036,65,4,1702080000
181,344,5,1316131200
69,203,2,1492128000
1430,81,4,1634688000
349,179,4,1388361600
1091,19,3,1679961600
912,278,3,1477872000
1132,243,3,1479600000
553,215,5,1356134400
45,211,2,1345075200
1053,355,3,1747180800
128,305,3,1295222400
48,29,5,1352764800
879,168,3,1474502400
38,278,4,1406246400
234,377,3,1683849600
146,60,5,1359158400
1435,95,5,1612828800
223,130,3,1634947200
218,150,4,1633046400
1370,4,4,1327622400
791,140,5,1698105600
641,215,3,1685404800
362,184,1,1320796800
257,101,4,1266624000
96,129,2,1520035200
1292,48,2,1562976000
270,136,5,1723334400
337,304,4,1365897600
737,311,5,1571788800
94,46,2,1688774400
1441,381,2,1508198400
1316,248,4,1727395200
767,198,3,1702166400
464,386,5,1735344000
429,332,4,1378080000
423,289,2,1747526400
955,300,3,1302566400
172,337,2,1647475200
1146,323,4,1599091200
1460,348,2,1678752000
1277,338,4,1616976000
1018,320,4,1538352000
1179,132,3,1285200000
838,238,4,1555891200
449,26,3,1598659200
931,287,4,1561420800
820,158,1,1564876800
1252,371,2,1334361600
1218,283,4,1647561600
511,208,4,1724112000
449,373,5,1749600000
21,232,4,1499212800
1176,276,3,1713052800
471,183,2,1752796800
31,21,4,1345075200
957,284,4,1621209600
535,190,3,1455235200
491,106,5,1330992000
600,323,2,1488672000
218,92,3,1448928000
89,229,3,1403913600
1371,24,2,1682294400
683,81,3,1602547200
901,382,4,1523404800
1231,220,4,1523836800
537,47,4,1384473600
839,324,5,1556496000
1405,290,2,1493856000
609,384,3,1421020800
957,55,5,1340150400
710,172,3,1624665600
1374,368,4,1374019200
1041,215,3,1648857600
1476,390,4,1358985600
1071,145,3,1678406400
1497,178,4,1567728000
1061,122,4,1362009600
753,384,1,1749427200
853,261,5,1605916800
1373,27,5,1697068800
441,18,2,1334620800
509,155,3,1748563200
247,217,3,1652400000
1115,2,4,1630800000
490,26,4,1591488000
1033,372,4,1485129600
378,132,1,1623024000
1344,218,2,1358208000
1256,254,1,1743206400
1328,346,3,1379376000
852,275,4,1613865600
754,214,5,1428710400
51,16,2,1266969600
930,6,3,1430697600
1135,258,3,1425772800
1275,11,2,1696550400
770,368,5,1321488000
1293,124,3,1684368000
1240,352,5,1585872000
513,296,4,1307836800
170,146,4,1511481600
376,15,5,1475193600
300,173,5,1317340800
936,78,5,1588982400
1339,156,3,1430438400
1254,241,2,1460937600
455,59,3,1726876800
109,357,5,1434585600
1155,284,2,1418256000
345,223,4,1374019200
568,225,2,1276041600
221,191,3,1351382400
572,11,3,1446595200
1073,6,2,1579392000
740,107,5,1294617600
994,141,4,1705968000
570,126,4,1593043200
203,36,3,1738195200
311,345,5,1701216000
257,110,3,1492128000
412,99,2,1578873600
411,343,4,1373155200
816,354,4,1271376000
1158,319,2,1421712000
1108,343,3,1740009600
358,308,3,1694131200
47,95,4,1690416000
1078,75,4,1550016000
675,278,2,1504569600
930,153,3,1382313600
411,201,3,1597968000
523,278,5,1533427200
1341,127,4,1391299200
1226,206,3,1274918400
251,123,5,1738972800
99,359,4,1644019200
478,101,4,1433980800
215,213,3,1300147200
435,20,1,1498953600
1348,338,4,1312156800
185,158,2,1313280000
976,37,1,1475452800
637,294,3,1682121600
1290,119,1,1345593600
242,190,4,1560816000
355,126,1,1728086400
1219,209,4,1675382400
153,228,1,1300838400
1101,282,3,1348617600
1083,238,5,1270944000
15,90,4,1294099200
900,247,5,1321920000
653,290,3,1461024000
639,208,4,1301356800
40,298,4,1452124800
847,170,3,1347926400
904,333,3,1654473600
948,287,3,1432512000
104,121,2,1293926400
812,95,2,1322956800
1114,163,3,1403740800
225,64,3,1575504000
591,114,5,1313798400
1494,134,4,1306281600
840,353,4,1623110400
1290,107,3,1447891200
1314,44,4,1600300800
254,96,4,1695254400
1466,314,3,1712275200
102,153,3,1407283200
1172,63,4,1627257600
542,86,3,1703635200
788,149,3,1606003200
99,366,2,1427155200
358,293,4,1409184000
166,341,5,1694822400
446,250,2,1635638400
1295,228,3,1698710400
1248,24,2,1483747200
961,190,5,1476662400
1353,50,4,1668297600
1377,52,2,1522022400
1370,181,3,1529452800
779,226,4,1290556800
1070,171,3,1355356800
671,362,4,1425859200
693,385,3,1604707200
534,234,4,1490659200
102,121,4,1600732800
897,316,5,1577664000
26,175,3,1380240000
277,184,3,1529193600
965,200,4,1282867200
90,33,5,1738713600
1319,60,3,1654300800
290,155,3,1586736000
946,379,3,1572048000
122,311,5,1605571200
329,246,4,1609804800
710,100,5,1264291200
98,297,5,1301961600
150,3,4,1464220800
131,76,3,1594684800
21,375,3,1609977600
1405,26,2,1742947200
765,9,2,1313366400
580,172,3,1598486400
856,210,3,1363046400
393,135,3,1560556800
950,138,5,1569801600
1104,52,2,1397952000
730,305,4,1726444800
424,65,4,1289606400
963,214,2,1697241600
1143,308,1,1680652800
683,105,3,1714953600
417,286,5,1614211200
1000,137,5,1586908800
887,143,4,1580688000
312,352,4,1433980800
517,336,2,1455148800
79,104,5,1272067200
670,129,5,1280361600
355,42,4,1627516800
955,84,5,1490832000
1385,218,3,1620518400
1384,320,3,1376006400
946,285,5,1266019200
1318,215,5,1564272000
56,234,5,1551916800
103,298,4,1743379200
764,79,4,1677888000
67,111,3,1352937600
173,329,4,1447113600
324,342,3,1309824000
310,156,2,1539302400
386,28,3,1490140800
360,122,3,1663286400
225,133,1,1355961600
1096,13,1,1462147200
1259,78,2,1556668800
248,354,3,1606176000
162,108,4,1363132800
218,303,2,1671062400
1088,12,4,1694649600
689,9,3,1585267200
1309,321,5,1649721600
1169,239,2,1598832000
743,312,2,1476662400
1268,328,5,1680134400
847,97,3,1420243200
267,97,4,1546905600
248,158,2,1305158400
59,51,3,1356134400
1070,60,3,1343347200
586,196,3,1333324800
1163,252,3,1581033600
134,318,3,1677628800
172,385,3,1344384000
281,333,1,1417305600
1122,113,4,1727568000
393,150,4,1473638400
641,291,4,1511654400
1013,155,2,1325635200
537,361,2,1559520000
815,104,2,1545436800
870,111,4,1397520000
476,346,1,1387411200
100,69,5,1417651200
5,40,4,1519171200
1392,229,5,1598400000
516,267,3,1659484800
1202,145,3,1379289600
117,248,3,1737244800
1460,194,3,1629504000
284,76,2,1727395200
1120,275,5,1659744000
1042,46,1,1392854400
1012,108,4,1558310400
638,111,4,1444003200
1197,247,4,1461196800
92,282,4,1373846400
1297,372,1,1355356800
295,115,5,1702252800
503,271,4,1356739200
1123,84,1,1503187200
834,216,4,1508630400
178,221,4,1466812800
283,202,1,1374537600
1082,368,3,1353888000
122,112,4,1455408000
1086,89,4,1287619200
1176,154,5,1394496000
171,113,4,1586044800
1316,12,3,1467676800
237,207,4,1307577600
671,387,3,1584921600
1101,12,4,1695081600
1016,210,3,1544227200
267,44,4,1571184000
594,347,4,1539302400
498,81,4,1679097600
368,335,4,1378857600
1199,212,3,1737504000
76,64,4,1396915200
1373,132,3,1704153600
1007,367,4,1489276800
490,137,3,1309651200
246,270,3,1575331200
1286,373,3,1375488000
403,240,4,1578096000
720,304,3,1617580800
1098,140,3,1433980800
600,340,5,1392508800
1306,82,4,1269820800
1021,8,4,1725494400
1299,326,4,1476144000
72,134,4,1652313600
425,204,4,1504656000
491,70,2,1527206400
1376,192,5,1628121600
231,4,3,1314144000
1005,322,4,1559692800
984,357,4,1666310400
1059,117,5,1465344000
1241,304,3,1623715200
1125,286,2,1326672000
81,147,5,1461974400
445,152,3,1714003200
1076,10,5,1469750400
1431,316,3,1459728000
358,146,2,1389657600
673,375,5,1732924800
24,219,4,1737676800
1360,379,2,1570752000
748,110,2,1274227200
1118,120,4,1741564800
431,68,4,1537401600
733,207,4,1554076800
757,115,3,1522195200
1291,21,4,1413158400
1483,266,4,1425427200
616,217,4,1409443200
1429,11,4,1670803200
820,95,3,1427414400
1340,339,3,1293408000
1274,191,1,1317513600
274,145,2,1683072000
1462,154,3,1353888000
1189,268,4,1310601600
890,249,4,1598486400
363,271,4,1494374400
155,268,2,1406419200
1211,238,3,1620086400
1457,369,3,1482624000
674,358,3,1681344000
39,70,5,1435190400
723,73,4,1361404800
1057,341,4,1316217600
124,320,5,1615593600
591,355,3,1442620800
249,219,3,1429056000
446,241,2,1597622400
1419,335,3,1264204800
1475,67,1,1691798400
285,184,4,1644883200
902,205,4,1460678400
701,219,4,1623628800
1363,23,3,1509667200
1217,282,2,1307059200
785,280,1,1687651200
1136,324,2,1287100800
301,342,4,1491955200
156,337,2,1697846400
231,6,3,1722384000
116,392,4,1517616000
980,276,4,1352764800
1338,118,3,1546819200
321,322,4,1441065600
1037,354,4,1702166400
482,315,2,1371772800
426,345,2,1644710400
429,381,3,1503792000
970,387,4,1614816000
901,306,4,1449100800
1436,27,4,1410048000
1195,44,4,1419984000
1316,23,3,1560902400
1160,141,1,1319414400
1282,340,3,1393200000
175,259,3,1431734400
448,371,4,1332633600
497,69,2,1542412800
926,99,5,1413072000
368,137,4,1431216000
456,157,3,1413676800
1075,248,5,1295222400
1090,100,4,1688428800
834,234,3,1719014400
420,273,4,1428537600
528,125,4,1535500800
344,324,1,1685491200
1499,102,4,1284940800
597,369,1,1705881600
254,97,4,1608336000
26,104,4,1391990400
679,73,4,1729900800
257,186,5,1725840000
432,43,2,1461801600
1336,376,5,1327449600
731,355,1,1438646400
195,91,3,1553385600
516,66,4,1560384000
1028,35,5,1285027200
1211,92,5,1590364800
1404,99,1,1592438400
135,275,5,1405814400
483,245,4,1634688000
206,322,4,1429833600
279,233,4,1311379200
517,106,4,1361318400
872,106,4,1515628800
1401,300,3,1278720000
1110,344,3,1550966400
646,308,4,1303344000
350,280,5,1269993600
525,355,4,1552694400
960,15,5,1395360000
883,257,1,1578528000
616,253,2,1649289600
943,184,4,1609891200
1176,14,4,1708473600
719,223,2,1744675200
989,239,3,1386806400
454,204,5,1684713600
705,316,1,1528588800
7,235,1,1490745600
1100,69,1,1517875200
180,301,5,1281830400
1057,393,3,1317772800
92,211,3,1400889600
545,201,5,1397779200
775,113,4,1393977600
964,386,5,1707523200
900,376,3,1732579200
1307,383,5,1524614400
1219,342,1,1516233600
493,214,4,1386460800
1489,266,4,1422403200
355,367,5,1445990400
623,163,2,1278633600
617,91,4,1414972800
619,130,1,1502236800
1447,326,2,1345852800
37,288,5,1557964800
537,33,5,1367280000
843,214,3,1291420800
1433,75,4,1502150400
578,93,5,1599955200
609,63,2,1495843200
848,128,3,1268697600
1314,157,5,1382140800
961,5,4,1621987200
988,18,4,1603756800
735,75,5,1504051200
338,330,2,1746316800
906,196,3,1499904000
1423,62,4,1681948800
795,151,2,1631750400
323,178,3,1502582400
129,153,3,1354320000
806,309,3,1529539200
128,43,4,1684627200
1021,138,2,1677024000
1206,172,3,1657756800
1098,115,4,1403913600
312,393,3,1433030400
1015,128,4,1677456000
828,173,4,1392163200
96,156,4,1419724800
1169,188,2,1711065600
1390,68,3,1724976000
656,248,3,1393891200
694,213,5,1557100800
1288,258,4,1694304000
1310,25,3,1711152000
569,205,4,1558310400
413,230,2,1549756800
144,135,2,1311379200
476,350,3,1384905600
325,55,5,1398729600
692,111,3,1660521600
830,154,4,1317859200
1200,310,5,1752364800
54,262,3,1317513600
188,234,2,1293926400
856,378,3,1585699200
8,334,2,1664323200
997,345,3,1617667200
1110,359,2,1566086400
797,72,2,1544227200
1246,234,3,1548806400
1423,257,2,1540512000
121,245,4,1506470400
649,128,2,1422144000
648,285,4,1272412800
114,318,2,1627171200
481,62,4,1549238400
170,181,4,1744588800
717,390,1,1571356800
918,3,3,1620000000
24,82,3,1406505600
228,180,2,1411948800
259,270,5,1456617600
575,147,2,1619395200
1032,67,5,1356998400
593,393,5,1670371200
732,221,4,1317340800
604,248,3,1584230400
870,133,3,1736899200
130,122,3,1506556800
144,128,3,1714521600
218,194,1,1685923200
115,155,3,1583452800
150,141,5,1697587200
344,302,5,1623542400
161,272,4,1390867200
1101,327,3,1452643200
988,375,2,1610755200
1220,221,5,1637884800
377,93,4,1386979200
1318,326,4,1332201600
546,98,2,1651881600
515,341,5,1276905600
148,41,4,1702425600
913,277,4,1588291200
900,375,4,1704153600
655,347,3,1284249600
802,367,4,1563667200
1238,162,2,1535241600
1221,343,5,1415232000
260,120,4,1683849600
1147,97,3,1593216000
1013,3,4,1618963200
1335,216,3,1328140800
189,130,1,1721260800
58,2,4,1358985600
717,166,2,1306713600
650,314,3,1622160000
1329,296,4,1545350400
1468,264,3,1686441600
1232,117,3,1610064000
1038,95,4,1614211200
639,35,3,1697241600
1045,343,2,1499299200
1458,199,2,1346025600
1400,355,4,1570492800
1029,268,5,1343520000
1187,136,1,1637798400
676,142,3,1330992000
193,77,5,1346025600
147,210,3,1290556800
866,323,1,1443398400
613,232,3,1525392000
698,359,3,1558742400
423,322,4,1571184000
637,106,4,1642291200
